status of taxon;kingdom;phylum;order;family;cf./aff.;species;authors;Mycology Phytopathology Lichenology;ecology;substrate;host family;literature reference;only reference;only year;Benin (Dahomey);Burkina-Faso;Gambia;Ghana (Gold Coast);Guinea;Guinea Bissau;Ivory Coast;Liberia;Mali;Niger;Nigeria;Senegal;Sierra Leone;Togo;Comments
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Microporus incomptus;(Afzel. ex Fr.) Kuntze;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 2, cited as Polyporus incomptus;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Microporus xanthopus;(Fr.) Kuntze;m;saprotrophic;on dead twigs;;Afzelius & Fries 1860: 2, cited as Polyporus pterygodes;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lignosus sacer;(Afzel. ex Fr.) Torrend;m;saprotrophic;on soil;;Afzelius & Fries 1860: 2, cited as Polyporus sacer;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Pycnoporus sanguineus;(L.) Murrill;m;saprotrophic;;;Afzelius & Fries 1860: 2, cited as Polyporus sanguineus;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Microporus xanthopus;(Fr.) Kuntze;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 2, cited as Polyporus xanthopus;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Polyporus expansus;Fr.;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 3;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Polyporus nubilus;Fr.;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 3;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Trametes incondita;Fr.;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 3;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Funalia funalis;(Fr.) Pat.;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 3, cited as Polyporus funalis;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Coriolopsis helvola;(Fr.) Ryvarden;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 3, cited as Polyporus helvolus;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Trametes polyzona;(Pers.) Justo;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 3, cited as Polyporus lanatus;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Trametes polyzona;(Pers.) Justo;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 3, cited as Polyporus torridus;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Trametes marianna;(Pers.) Ryvarden;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 3, cited as Trametes paleacea;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Nectria coruscans;Fr.;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 4;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
name invalid, later homonym;Fungi;Basidiomycota;Cantharellales;Hydnaceae;;Hydnum proliferum;Fr.;m;saprotrophic;on dead wood;;Afzelius & Fries 1860: 4;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Hexagonia crinigera;Fr.;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 4;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Hexagonia orbiculata;Fr.;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 4;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Hexagonia tricolor;Fr.;m;saprotrophic;on trunks;;Afzelius & Fries 1860: 4;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Tremellales;Tremellaceae;cf.;Tremella geophila;Fr.;m;parasitic on fungi;on soil;;Afzelius & Fries 1860: 4;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Ascomycota;Pezizales;Sarcoscyphaceae;;Pilocratera afzelii;(Fr.) Sacc. & Traverso;m;saprotrophic;on soil;;Afzelius & Fries 1860: 4, cited as Peziza afzelii;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Ascomycota;Pezizales;Pezizaceae;;Peziza vesiculosa;Bull.;m;saprotrophic;on soil;;Afzelius & Fries 1860: 4, cited as Urnula minor;Afzelius & Fries 1860;1860;;;;;;;;;;;;;x;;Guinea s.l. (Afzelius)
accepted;Fungi;Basidiomycota;Auriculariales;Auriculariaceae;;Auricularia auricula-judae;(Bull.) Quél.;m;saprotrophic;;;Akpadja et al. 2003: 315;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces robustus;(Beeli) R. Heim;m;symbiotic with arthropods;;;Akpadja et al. 2003: 315;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces sp.;;m;symbiotic with arthropods;;;Akpadja et al. 2003: 315;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Pluteaceae;;Volvariella volvacea;(Bull.) Singer;m;saprotrophic;;;Akpadja et al. 2003: 315;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus squarrosulus;Mont.;m;saprotrophic;;;Akpadja et al. 2003: 315;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Schizophyllaceae;;Schizophyllum commune;Fr.;m;saprotrophic;;;Akpadja et al. 2003: 315;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Xylariales;Xylariaceae;;Daldinia eschscholtzii;(Ehrenb.) Rehm;m;saprotrophic;;;Akpadja et al. 2003: 315, cited as Daldinia concentrica;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;D. concentrica does not occur in the tropics
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus tuber-regium;(Fr.) Fr.;m;saprotrophic;;;Akpadja et al. 2003: 315, cited as Pleurotus tuber-regium;Akpadja et al. 2003;2003;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Agaricaceae;;Calvatia sp.;;m;saprotrophic;;;Akpadja et al. 2005: 373;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Auriculariales;Auriculariaceae;;Auricularia auricula-judae;(Bull.) Quél.;m;saprotrophic;;;Akpadja et al. 2005: 373;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Pluteaceae;;Volvariella volvacea;(Bull.) Singer;m;saprotrophic;;;Akpadja et al. 2005: 373;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus squarrosulus;Mont.;m;saprotrophic;;;Akpadja et al. 2005: 373;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Schizophyllaceae;;Schizophyllum commune;Fr.;m;saprotrophic;;;Akpadja et al. 2005: 373;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Xylariales;Xylariaceae;;Daldinia eschscholtzii;(Ehrenb.) Rehm;m;saprotrophic;;;Akpadja et al. 2005: 373, cited as Daldinia concentrica;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;D. concentrica does not occur in the tropics
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus tuber-regium;(Fr.) Fr.;m;saprotrophic;;;Akpadja et al. 2005: 373, cited as Pleurotus tuber-regium;Akpadja et al. 2005;2005;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Agaricaceae;;Podaxis pistillaris;(L.) Fr.;m;saprotrophic;on termite mound;;Alasoadura 1966: 390;Alasoadura 1966 ;1966;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces clypeatus;R. Heim;m;symbiotic with arthropods;;;Alasoadura 1967a: 140;Alasoadura 1967a ;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces globulus;R. Heim & Gooss.-Font.;m;symbiotic with arthropods;;;Alasoadura 1967a: 140;Alasoadura 1967a ;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces mammiformis;R. Heim;m;symbiotic with arthropods;;;Alasoadura 1967a: 142;Alasoadura 1967a ;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces microcarpus;(Berk. & Broom) Heim;m;symbiotic with arthropods;;;Alasoadura 1967a: 142;Alasoadura 1967a ;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces robustus;(Beeli) R. Heim;m;symbiotic with arthropods;;;Alasoadura 1967a: 142;Alasoadura 1967a ;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces striatus;(Beeli) R. Heim;m;symbiotic with arthropods;;;Alasoadura 1967a: 143;Alasoadura 1967a ;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus squarrosulus;Mont.;m;saprotrophic;;;Alasoadura 1967b: 329, cited as Pleurotus squarrulosus;Alasoadura 1967b;1967;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Campylospora chaetocladia;Ranzoni;m;saprotrophic;;;Alasoadura 1968a: 415;Alasoadura 1968a;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Lunulospora curvula;Ingold;m;saprotrophic;;;Alasoadura 1968a: 415;Alasoadura 1968a;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Triscelophorus monosporus;Ingold;m;saprotrophic;;;Alasoadura 1968a: 415;Alasoadura 1968a;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pleosporales;Amniculicolaceae;;Amniculicola longissima;(Sacc. & P. Syd.) Nadeeshan & K.D. Hyde;m;saprotrophic;;;Alasoadura 1968a: 415, cited as Anguillospora longissima;Alasoadura 1968a;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Flabellospora crassa;Alas.;m;saprotrophic;Phoenix dactylifera;Arecaceae;Alasoadura 1968a: 416;Alasoadura 1968a;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Flabellospora verticillata;Alas.;m;saprotrophic;on submerged decaying leaves;;Alasoadura 1968b: 419;Alasoadura 1968b;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Campylospora chaetocladia;Ranzoni;m;saprotrophic;;;Alasoadura 1968c: 536;Alasoadura 1968c;1968;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Lunulospora curvula;Ingold;m;saprotrophic;;;Alasoadura 1968c: 536;Alasoadura 1968c;1969;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Triscelophorus monosporus;Ingold;m;saprotrophic;;;Alasoadura 1968c: 536;Alasoadura 1968c;1970;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Helotiales;Helotiales family incertae sedis;;Tetracladium marchalianum;De Wild.;m;saprotrophic;;;Alasoadura 1968c: 536;Alasoadura 1968c;1971;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Flagellospora curvula;Ingold;m;saprotrophic;;;Alasoadura 1968c: 536;Alasoadura 1968c;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Pyronemataceae;;Miladina lecithina;(Cooke) Svrček;m;saprotrophic;;;Alasoadura 1968c: 536, cited as Actinospora megalospora;Alasoadura 1968c;1973;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pleosporales;Amniculicolaceae;;Amniculicola longissima;(Sacc. & P. Syd.) Nadeeshan & K.D. Hyde;m;saprotrophic;;;Alasoadura 1968c: 536, cited as Anguillospora longissima;Alasoadura 1968c;1974;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Helotiales;Helotiaceae;;Hymenoscyphus tetracladius;Abdullah, Descals & J. Webster;m;saprotrophic;;;Alasoadura 1968c: 536, cited as Articulospora tetracladia;Alasoadura 1968c;1975;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Pyramidospora densa;Alas.;m;saprotrophic;on rotten leaves in river water;;Alasoadura 1968c: 537;Alasoadura 1968c;1976;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Sarcoscyphaceae;;Cookeina sulcipes;(Berk.) Kuntze;m;saprotrophic;on decaying wood;;Alasoadura 1972: 769;Alasoadura 1972 ;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Sarcoscyphaceae;type of a new variety (synonym);Cookeina sulcipes;(Berk.) Kuntze;m;saprotrophic;on decaying wood;;Alasoadura 1972: 771, cited as Cookeina sulcipes var. fusca;Alasoadura 1972;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Sarcoscyphaceae;;Nanoscypha tetraspora;(Seaver) Denison;m;saprotrophic;on decaying wood;;Alasoadura 1972: 771, cited as Cookeina tetraspora;Alasoadura 1972;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Sarcoscyphaceae;;Cookeina tricholoma;(Mont.) Kuntze;m;saprotrophic;on decaying wood;;Alasoadura 1972: 772;Alasoadura 1972 ;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Sarcosomataceae;;Sarcosoma turbinatum;Wakef.;m;saprotrophic;on decaying wood;;Alasoadura 1972: 773;Alasoadura 1972 ;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pezizales;Sarcoscyphaceae;;Phillipsia domingensis;Berk.;m;saprotrophic;on decaying wood;;Alasoadura 1972: 775;Alasoadura 1972 ;1972;;;;;;;;;;;;;;;
accepted;Fungi;Ascomycota;Pleosporales;Pleosporaceae;;Curvularia andropogonis;(Zimm.) Boedijn;m;parasitic on vascular plants;Hevea sp.;Euphorbiaceae;Alcorn 1990: 377;Alcorn 1990;1990;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Pleosporales;Pleosporaceae;;Curvularia stapeliae;(du Plessis) S. Hughes & du Plessis;m;parasitic on vascular plants;Dioscorea dumetorum;Dioscoreaceae;Alcorn 1990: 377;Alcorn 1990;1990;;;;;;;;;;;;;;;
accepted;Fungi;Ascomycota;Pleosporales;Pleosporaceae;type of a new species;Cochliobolus neergaardii;Alcorn;m;parasitic on vascular plants;Oryza sativa;Poaceae;Alcorn 1990: 385;Alcorn 1990;1990;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Pneumocystales;Pneumocystaceae;;Pneumocystis jirovecii;Frenkel;other;parasitic on humans;on humans causing pneunomia;;Alli et al. 2012: 479;Alli et al. 2012;2012;;;;;;;;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Parmeliaceae;;Parmotrema pseudotinctorum;(Abbayes) Hale;l;lichenized;;;Almborn 1960: 4, cited as Parmelia pseudotinctorum, n.v., according to Feuerer 2017;Almborn 1960;1960;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Cladoniaceae;;Cladonia subvulcanica;Abbayes;l;lichenized;;;Almborn 1960: 4, n.v., according to Feuerer 2017;Almborn 1960;1960;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Parmeliaceae;;Usnea hispida;Motyka;l;lichenized;;;Almborn 1960: 6, n.v., according to Feuerer 2017;Almborn 1960;1960;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Parmeliaceae;;Usnea speciosa;Motyka;l;lichenized;;;Almborn 1960: 8, n.v., according to Feuerer 2017;Almborn 1960;1960;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Lecanorales;Parmeliaceae;;Dolichousnea trichodeoides;(Vain. ex Motyka) Articus;l;lichenized;;;Almborn 1960: 8, n.v., according to Feuerer 2017, cited as Usnea trichodeoides ;Almborn 1960;1960;;;;;;;x;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces striatus;(Beeli) R. Heim;m;symbiotic with arthropods;;;Alofe et al. 1996: 63;Alofe et al. 1996 ;1996;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Psathyrellaceae;;Psathyrella atroumbonata;Pegler;m;saprotrophic;;;Alofe et al. 1996: 63;Alofe et al. 1996 ;1996;;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus squarrosulus;Mont.;m;saprotrophic;;;Alofe et al. 1996: 63, cited as Lentinus subnudus;Alofe et al. 1996;1996;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Cassia tora;Fabaceae;Amano 1986;Amano 1986 ;1986;;;x;;;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Fleurya aestuans;Urticaceae;Amano 1986: 151;Amano 1986 ;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Pouzolzia guineensis;Urticaceae;Amano 1986: 152;Amano 1986 ;1986;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Pseudoidium hortensiae;(Jørst.) U. Braun & R.T.A. Cook;m;parasitic on vascular plants;Hydrangea macrophylla;Hydrangeaceae;Amano 1986: 210, cited as Oidium hortensiae;Amano 1986;1986;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Podosphaera pannosa;(Wallr.) de Bary;m;parasitic on vascular plants;Rosa sp.;Rosaceae;Amano 1986: 241, cited as Sphaerotheca pannosa;Amano 1986;1986;;;;;;;;;;;;x;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Albizia zygia;Fabaceae;Amano 1986: 248;Amano 1986 ;1986;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Cassia occidentalis;Fabaceae;Amano 1986: 256;Amano 1986 ;1986;;;;;;;;;;;;x;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Cassia tora;Fabaceae;Amano 1986: 256;Amano 1986 ;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Crotalaria retusa;Fabaceae;Amano 1986: 257;Amano 1986 ;1986;;;;;x;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Erysiphe cruciferarum;Opiz;m;parasitic on vascular plants;Crotalaria retusa, Pisum sativum;Fabaceae;Amano 1986: 257, 280, cited as Erysiphe communis;Amano 1986;1986;;;;;;;;;;;;x;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Indigofera hirsuta;Fabaceae;Amano 1986: 264;Amano 1986 ;1986;;;;x;;;;;;;x;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Erysiphe cruciferarum;Opiz;m;parasitic on vascular plants;Pisum sativum, Vigna unguiculata;Fabaceae;Amano 1986: 280, 292, cited as Erysiphe communis;Amano 1986;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Tamarindus indica;Fabaceae;Amano 1986: 283;Amano 1986 ;1986;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Erysiphe pisi;DC.;m;parasitic on vascular plants;Vigna sinensis;Fabaceae;Amano 1986: 292;Amano 1986 ;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Vigna sinensis;Fabaceae;Amano 1986: 292;Amano 1986 ;1986;;;;;;;;;;;x;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Vigna unguiculata;Fabaceae;Amano 1986: 292;Amano 1986 ;1986;;;;;;;;;;;;;;x;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Voandzeia subterranea;Fabaceae;Amano 1986: 292;Amano 1986 ;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Leveillula taurica;(Lév.) G. Arnaud;m;parasitic on vascular plants;Tropaeolum majus;Tropaeolaceae;Amano 1986: 296;Amano 1986 ;1986;;;;;;;;;;;;x;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Golovinomyces cichoracearum;(DC.) V.P. Heluta;m;parasitic on vascular plants;Acalypha ciliata;Euphorbiaceae;Amano 1986: 298, cited as Erysiphe cichoracearum;Amano 1986;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Fibroidium acalyphae;(Chidd.) U. Braun & R.T.A. Cook;m;parasitic on vascular plants;Acalypha ciliata;Euphorbiaceae;Amano 1986: 298, cited as Oidium acalyphae;Amano 1986;1986;;;;x;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Leveillula taurica;(Lév.) G. Arnaud;m;parasitic on vascular plants;Euphorbia balsamifera;Euphorbiaceae;Amano 1986: 300;Amano 1986 ;1986;;;;;;;;;;;;x;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium euphorbiae-hirtae;J.M. Yen;m;parasitic on vascular plants;Euphorbia hirta;Euphorbiaceae;Amano 1986: 301;Amano 1986 ;1986;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Fibroidium cyparissiae;(P. Syd.) U. Braun & R.T.A. Cook;m;parasitic on vascular plants;Euphorbia hirta, Euphorbia sp.;Euphorbiaceae;Amano 1986: 301, 303, cited as Oidium cyparissiae;Amano 1986;1986;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Fibroidium cyparissiae;(P. Syd.) U. Braun & R.T.A. Cook;m;parasitic on vascular plants;Euphorbia hirta;Euphorbiaceae;Amano 1986: 301, cited as Oidium cyparissiae;Amano 1986;1986;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium heveae;B.A. Steinm.;m;parasitic on vascular plants;Hevea brasiliensis;Euphorbiaceae;Amano 1986: 303;Amano 1986 ;1986;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Jatropha gossypifolia;Euphorbiaceae;Amano 1986: 304;Amano 1986 ;1986;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Pedilanthus tithymaloides;Euphorbiaceae;Amano 1986: 304;Amano 1986 ;1986;;;;;;;;;;;x;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Phyllanthus amarus, Phyllanthus niruri, Phyllanthus sp.;Phyllanthaceae;Amano 1986: 304, 305;Amano 1986 ;1986;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Phyllanthus amarus, Phyllanthus sublanatus;Phyllanthaceae;Amano 1986: 304, 305;Amano 1986 ;1986;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium ricini;Jacz.;m;parasitic on vascular plants;Ricinus communis;Euphorbiaceae;Amano 1986: 305;Amano 1986 ;1986;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Phyllanthus niruri;Phyllanthaceae;Amano 1986: 305;Amano 1986 ;1986;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Azadirachta indica;Meliaceae;Amano 1986: 308;Amano 1986 ;1986;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Fibroidium balsaminae;(Rajd.) U. Braun & R.T.A. Cook;m;parasitic on vascular plants;Impatiens balsamina;Balsaminaceae;Amano 1986: 316, cited as Oidium balsaminae;Amano 1986;1986;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;m;parasitic on vascular plants;Cissus afzelii;Vitaceae;Amano 1986: 321;Amano 1986 ;1986;;;;;;;;;;;;;x;;
