;status of taxon;kingdom;phylum;order;family;cf./aff.;species;authors;Mycology Phytopathology Lichenology;ecology;substrate;host family;literature reference;country;only year;first_author
1;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Substratum: substance, soil;;IMI132725;Sierra Leone;1968;Sivanesan, A.
2;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Associated organism: Zea mays;Gramineae;IMI161978;Nigeria;;Oyeniran, J.O.
3;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI139609;Nigeria;;Kuku, F.O. [Mrs]
4;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Associated organism: Zea mays;Gramineae;IMI148066;Nigeria;;Oyeniran, J.O.
5;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI139614;Nigeria;;Kuku, F.O. [Mrs]
6;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Substratum: substance, soil;;IMI132724;Sierra Leone;1968;Sivanesan, A.
7;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia;Tiegh.;;;Associated organism: Zea mays;Gramineae;IMI138013;Nigeria;;Broadbent, J.A. [Dr]
8;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia blakesleeana;Lendn.;;;Associated organism: Plantae;Plantae;IMI15401;Ghana;1947;Dade, H.A.
9;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia blakesleeana;Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150715;Nigeria;;Broadbent, J.A.
10;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;authentic;Absidia blakesleeana;Lendn.;;;Substratum: seedling. Associated organism: Elaeis guineensis;Palmae;IMI60061;Nigeria;1955;Bull, R.A.
11;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia blakesleeana;Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150720;Nigeria;;Broadbent, J.A.
12;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia blakesleeana;Lendn.;;;Associated organism: Zea mays;Gramineae;IMI161977;Nigeria;;Oyeniran, J.O.
13;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia capillata;Tiegh.;;;Substratum: seed. Associated organism: Theobroma cacao;Sterculiaceae;IMI15399;Ghana;1947;Runtiny
14;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151424;Nigeria;;Oyeniran, J.O.
15;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150709;Nigeria;;Broadbent, J.A.
16;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151425;Nigeria;;Oyeniran, J.O.
17;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI148063;Nigeria;;Oyeniran, J.O.
18;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Arachis hypogaea;Leguminosae;IMI112664;Gambia;;Gilman, G.A.
19;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI161969;Nigeria;;Oyeniran, J.O.
20;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI173111;Nigeria;1973;Oyeniran, J.O.
21;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151422;Nigeria;;Oyeniran, J.O.
22;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Vigna sinensis;Leguminosae;IMI157866;Nigeria;1971;Quansah, S.K.
23;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151426;Nigeria;;Oyeniran, J.O.
24;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI156295;Nigeria;1971;Broadbent, J.A.
25;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Allium cepa;Liliaceae;IMI260671a;Gambia;1981;Trawally, B.B.
26;;Fungi;Ascomycota;Eurotiales;Trichocomaceae;;Aspergillus niger;Tiegh.;;;Associated organism: Allium cepa;Liliaceae;IMI260671b;Gambia;1981;Trawally, B.B.
27;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151423;Nigeria;;Oyeniran, J.O.
28;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI156294;Nigeria;1971;Broadbent, J.A.
29;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151429;Nigeria;;Oyeniran, J.O.
30;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI138005;Nigeria;;Broadbent, J.A. [Dr]
31;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI151428;Nigeria;;Oyeniran, J.O.
32;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Substratum: artefact, food. Associated organism: Manihot esculenta;Euphorbiaceae;IMI139599;Nigeria;;Kuku, F.O. [Mrs]
33;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI151432;Nigeria;;Oyeniran, J.O.
34;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI173112;Nigeria;1973;Oyeniran, J.O.
35;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Substratum: substance, soil. Associated organism: Theobroma cacao;Sterculiaceae;IMI158759;Ghana;;Evans, H.C.
36;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI148061;Nigeria;;Oyeniran, J.O.
37;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI144127;Nigeria;;Oyeniran, J.O.
38;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI144128;Nigeria;;Oyeniran, J.O.
39;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;;;IMI215604a;Nigeria;1977;Agundana, S.K. [Dr]
40;;Fungi;Ascomycota;Eurotiales;Trichocomaceae;;Penicillium;Link;;;;;IMI215604b;Nigeria;1977;Agundana, S.K. [Dr]
41;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI144122;Nigeria;;Oyeniran, J.O.
42;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Allium cepa;Liliaceae;IMI260670a;Gambia;1981;Trawally, B.B.
43;;Fungi;Ascomycota;Eurotiales;Trichocomaceae;;Aspergillus niger;Tiegh.;;;Associated organism: Allium cepa;Liliaceae;IMI260670b;Gambia;1981;Trawally, B.B.
44;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;"Substratum: seed; rhizosphere. Associated organism: Elaeis guineensis";Palmae;IMI259506;Nigeria;1981;Airede, K.E.
45;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Citrus aurantium;Rutaceae;IMI326509;Nigeria;1988;Inman, A.
46;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Arachis hypogaea;Leguminosae;IMI144131;Nigeria;;Oyeniran, J.O.
47;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Vigna sinensis;Leguminosae;IMI157863;Nigeria;1971;Quansah, S.K.
48;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Substratum: seed. Associated organism: Arachis hypogaea;Leguminosae;IMI112674;Gambia;;Gilman, G.A.
49;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Cola acuminata;Sterculiaceae;IMI139601;Nigeria;;Kuku, F.O. [Mrs]
50;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Zea mays;Gramineae;IMI151431;Nigeria;;Oyeniran, J.O.
51;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia corymbifera;(Cohn) Sacc. & Trotter;;;Associated organism: Isoptera;Animalia;IMI232148;Nigeria;1978;Gumel, M.H.
52;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI138017;Nigeria;;Broadbent, J.A. [Dr]
53;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI137999;Nigeria;;Broadbent, J.A. [Dr]
54;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI137995;Nigeria;;Broadbent, J.A. [Dr]
55;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI137998;Nigeria;;Broadbent, J.A. [Dr]
56;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI137994;Nigeria;;Broadbent, J.A. [Dr]
57;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI138016;Nigeria;;Broadbent, J.A. [Dr]
58;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia cylindrospora;Hagem;;;Associated organism: Zea mays;Gramineae;IMI137997;Nigeria;;Broadbent, J.A. [Dr]
59;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia glauca;Hagem;;;Associated organism: Theobroma cacao;Sterculiaceae;IMI15404;Ghana;1947;Bunting
60;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150691;Nigeria;;Broadbent, J.A.
61;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150714;Nigeria;;Broadbent, J.A.
62;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150719;Nigeria;;Broadbent, J.A.
63;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150722;Nigeria;;Broadbent, J.A.
64;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150708;Nigeria;;Broadbent, J.A.
65;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150721;Nigeria;;Broadbent, J.A.
66;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150674;Nigeria;;Broadbent, J.A.
67;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150695;Nigeria;;Broadbent, J.A.
68;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia ramosa;(Lindt) Lendn.;;;Substratum: seed. Associated organism: Palmae;Palmae;IMI150716;Nigeria;;Broadbent, J.A.
69;;Fungi;Zygomycota;Mucorales;Cunninghamellaceae;;Absidia spinosa;Lendn.;;;Substratum: substance, soil;;IMI116725;Nigeria;;Maduewesi, J.N.C.
70;;Fungi;Ascomycota;Coronophorales;Nitschkiaceae;;Acanthonitschkea argentinensis;Speg.;;;;;IMI38113a;Ghana;1949;Hughes, S.J.
71;;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Phaeobotryosphaeria plicatula;(Berk. & Broome) Petch;;;;;IMI38113b;Ghana;1949;Hughes, S.J.
72;;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Nectria;(Fr.) Fr.;;;;;IMI38113c;Ghana;1949;Hughes, S.J.
73;;Fungi;Ascomycota;Pleosporales;Melanommataceae;;Melanomma fuscidulum;(Sacc.) Sacc.;;;;;IMI38113d;Ghana;1949;Hughes, S.J.
74;;Fungi;Ascomycota;Pleosporales;Tubeufiaceae;;Acanthophiobolus;Berl.;;;;;IMI270858;Nigeria;1982;Taligoola, H.K.
75;;Chromista;Oomycota;Saprolegniales;Saprolegniaceae;;Achlya;Nees;;;Associated organism: Formicidae;Animalia;IMI47236;Sierra Leone;1951;Deighton, F.C.
76;;Fungi;Basidiomycota;Cantharellales;Botryobasidiaceae;;Acladium curtisii;(Berk.) M.B. Ellis;;;Substratum: wood. Associated organism: Plantae;Plantae;IMI38147;Ghana;1949;Hughes, S.J.
77;;Fungi;Basidiomycota;Cantharellales;Botryobasidiaceae;;Acladium curtisii;(Berk.) M.B. Ellis;;;Substratum: wood. Associated organism: Plantae;Plantae;IMI38188;Ghana;1949;Hughes, S.J.
78;;Fungi;Basidiomycota;Cantharellales;Botryobasidiaceae;;Acladium tenerum;(Sumst.) ined.;;;Substratum: trunk. Associated organism: Chlorophora regia;Moraceae;IMI41265;Sierra Leone;1950;Deighton, F.C.
79;;Fungi;Basidiomycota;Cantharellales;Botryobasidiaceae;;Acladium tenerum;(Sumst.) ined.;;;Associated organism: Hevea brasiliensis;Euphorbiaceae;IMI38138;Ghana;1949;Hughes, S.J.
80;;Fungi;Ascomycota;;;;Acremoniella atra;(Corda) Sacc.;;;Associated organism: Elaeis guineensis;Palmae;IMI36358;Sierra Leone;1949;Deighton, F.C.
81;;Fungi;Ascomycota;;;;Acremoniella atra;(Corda) Sacc.;;;Associated organism: Dioscorea alata;Dioscoreaceae;IMI187868a;Togo;1974;Steiner, K.G.
82;;Fungi;Ascomycota;;Glomerellaceae;;Glomerella cingulata;(Stoneman) Spauld. & H. Schrenk;;;Associated organism: Dioscorea alata;Dioscoreaceae;IMI187868b;Togo;1974;Steiner, K.G.
83;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: substance, soil;;IMI164086;Sierra Leone;1972;Gando, J.G.
84;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: root. Associated organism: Triticum;Gramineae;IMI131480;Nigeria;1968;Klay, M.A.
85;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Phoenix dactylifera;Palmae;IMI327156a;Nigeria;1988;Omamor, I.B.
86;;Fungi;Ascomycota;Eurotiales;Trichocomaceae;;Penicillium;Link;;;Associated organism: Phoenix dactylifera;Palmae;IMI327156b;Nigeria;1988;Omamor, I.B.
87;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Zea mays;Gramineae;IMI157446;Nigeria;1971;Lamey, A.
88;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: artefact, shaft of ventilation system;;IMI134265;Nigeria;1968;Keay, M.A.
89;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: seedling. Associated organism: Theobroma cacao;Sterculiaceae;IMI101584;Nigeria;1963;Weststeijn, G.
90;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: leaf. Associated organism: Oryza;Gramineae;IMI160929;Sierra Leone;;Karglors, D.
91;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166390;Nigeria;1972;Williams, R.
92;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: artefact, oil. Associated organism: Palmae;Palmae;IMI87324;Nigeria;1961;
93;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Isoptera;Animalia;IMI242890a;Nigeria;1979;Thomas, R.J.
94;;Fungi;Basidiomycota;Wallemiales;Wallemiaceae;;Wallemia sebi;(Fr.) Arx;;;Associated organism: Isoptera;Animalia;IMI242890b;Nigeria;1979;Thomas, R.J.
95;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: leaf. Associated organism: Hevea;Euphorbiaceae;IMI192054;Sierra Leone;1975;Capooria, R.G.
96;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166391;Nigeria;1972;Williams, R.
97;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166389;Nigeria;1972;Williams, R.
98;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166388;Nigeria;1972;Williams, R.
99;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166400;Nigeria;1972;Williams, R.
100;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: seed. Associated organism: Pinus caribaea;Pinaceae;IMI319429a;Nigeria;1987;Bola Adegeyz
101;;Fungi;Ascomycota;Sordariales;Chaetomiaceae;;Chaetomium funicola;Cooke;;;Associated organism: Pinus caribaea;Pinaceae;IMI319429b;Nigeria;1987;Bola Adegeyz
102;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Justicia flava;Acanthaceae;IMI36571;Ghana;1949;Hughes, S.J.
103;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166396;Nigeria;1972;Williams, R.
104;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166397;Nigeria;1972;Williams, R.
105;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166387;Nigeria;1972;Williams, R.
106;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;;;IMI194132;Sierra Leone;1975;
107;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: seed. Associated organism: Sorghum;Gramineae;IMI299674;Nigeria;1985;Onasanuya
108;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Zea mays;Gramineae;IMI157445;Nigeria;1971;Lamey, A.
109;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: seedling. Associated organism: Elaeis guineensis;Palmae;IMI60062;Nigeria;1955;Bull, R.A.
110;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: leaf. Associated organism: Oryza;Gramineae;IMI160899;Sierra Leone;;Karglors, D.
111;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Lycopersicon esculentum;Solanaceae;IMI238278;Nigeria;1979;Chima Wokocha, R.
112;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: leaf. Associated organism: Oryza;Gramineae;IMI160876;Sierra Leone;;Karglors, D.
113;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: substance, soil;;IMI210261;Nigeria;1977;Odu, C.T.I.
114;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166399;Nigeria;1972;Williams, R.
115;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: substance, soil;;IMI196670;Nigeria;;Ogundero, V.W.
116;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Substratum: plant. Associated organism: Gardenia nitida;Rubiaceae;IMI38339;Sierra Leone;1949;Deighton, F.C.
117;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Tectona grandis;Verbenaceae;IMI186324;Nigeria;;Ogunbanjo, T.M.
118;;Fungi;Ascomycota;Hypocreales;;;Acremonium;Link;;;Associated organism: Vigna sinensis;Leguminosae;IMI166398;Nigeria;1972;Williams, R.
119;;Fungi;Ascomycota;Hypocreales;;;Acremonium cajani;B.L. Brady;;;Associated organism: Cajanus cajan;Leguminosae;IMI45919;Sierra Leone;1951;Deighton, F.C.
120;;Fungi;Ascomycota;Hypocreales;;;Acremonium cajani;B.L. Brady;;;Associated organism: Cajanus cajan;Leguminosae;IMI52362;Sierra Leone;1953;Deighton, F.C.
121;;Fungi;Ascomycota;Hypocreales;;;Acremonium cajani;B.L. Brady;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274a;Sierra Leone;1954;Deighton, F.C.
122;;Fungi;Ascomycota;Pleosporales;Pleosporaceae;;Dendryphiella vinosa;(Berk. & M.A. Curtis) Reisinger;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274b;Sierra Leone;1954;Deighton, F.C.
123;;Fungi;Ascomycota;Hypocreales;;;Stachybotrys parvispora;S. Hughes;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274c;Sierra Leone;1954;Deighton, F.C.
124;;Fungi;Ascomycota;;;;Podosporium;Schwein.;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274d;Sierra Leone;1954;Deighton, F.C.
125;;Fungi;Ascomycota;Pleosporales;;;Periconia byssoides;Pers.;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274e;Sierra Leone;1954;Deighton, F.C.
126;;Fungi;Ascomycota;Diaporthales;;;Botryodiplodia theobromae;Pat.;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274f;Sierra Leone;1954;Deighton, F.C.
127;;Fungi;Ascomycota;Pleosporales;;type;Sporidesmium cajani;M.B. Ellis;;;Associated organism: Cajanus cajan;Leguminosae;IMI56274g;Sierra Leone;1954;Deighton, F.C.
128;;Fungi;Ascomycota;Hypocreales;;;Acremonium cajani;B.L. Brady;;;Associated organism: Cajanus cajan;Leguminosae;IMI44893;Sierra Leone;1951;Deighton, F.C.
129;;Fungi;Ascomycota;Hypocreales;;;Acremonium egyptiacum;(Beyma) W. Gams;;;Associated organism: Croton dispar;Euphorbiaceae;IMI58637;Sierra Leone;1954;Deighton, F.C.
130;;Fungi;Ascomycota;Hypocreales;;;Acremonium hyalinulum;(Sacc.) W. Gams;;;Associated organism: Crotalaria retusa;Leguminosae;IMI60089a;Sierra Leone;1955;Deighton, F.C.
131;;Fungi;Ascomycota;Pleosporales;Parodiellaceae;;Parodiella perisporioides;(Berk. & M.A. Curtis) Speg.;;;Associated organism: Crotalaria retusa;Leguminosae;IMI60089b;Sierra Leone;1955;Deighton, F.C.
132;;Fungi;Ascomycota;Hypocreales;;;Acremonium kiliense;Gru<umlaut>tz;;;Associated organism: Cocos nucifera;Palmae;IMI261633;Nigeria;1981;Emua, S.A.
133;;Fungi;Ascomycota;Hypocreales;;;Acremonium kiliense;Gru<umlaut>tz;;;Substratum: substance, soil. Associated organism: Magnoliophyta;Plantae;IMI174233;Nigeria;1974;Odunfa, V.S.
134;;Fungi;Ascomycota;Hypocreales;;;Acremonium meliolae;F. Stevens;;;Associated organism: Paullinia pinnata;Sapindaceae;IMI7072;Sierra Leone;1946;Deighton, F.C.
135;;Fungi;Ascomycota;Hypocreales;;;Acremonium potronii;Vuill.;;;Substratum: substance, soil;;IMI164110;Sierra Leone;1972;Gando, J.G.
136;;Fungi;Ascomycota;Hypocreales;;;Acremonium recifei;(Lea<tilde>o & Lo<circumflex>bo) W. Gams;;;"Associated organisms: Eriophyes guerreronis; Cocos nucifera";"Animalia; Palmae";IMI225009a;Ivory Coast;1978;Hale, R.A.
137;;Fungi;Ascomycota;Hypocreales;;;Acremonium recifei;(Lea<tilde>o & Lo<circumflex>bo) W. Gams;;;"Associated organisms: Eriophyes guerreronis; Cocos nucifera";"Animalia; Palmae";IMI225009b;Ivory Coast;1978;Hale, R.A.
138;;Fungi;Ascomycota;Hypocreales;;;Acremonium sect. Nectrioidea;;;;Substratum: seed. Associated organism: Gmelina arborea;Verbenaceae;IMI319428;Nigeria;1987;Bola Adegeyz
139;;Fungi;Ascomycota;Hypocreales;;;Acremonium sect. Nectrioidea;;;;Associated organism: Annona muricata;Annonaceae;IMI314380;Nigeria;1987;Onara, B.
140;;Fungi;Ascomycota;Hypocreales;;;Acremonium strictum;W. Gams;;;Substratum: dung. Associated organism: Chiroptera;Animalia;IMI295695;Nigeria;1985;Gugnani 
141;;Fungi;Ascomycota;Hypocreales;;;Acremonium strictum;W. Gams;;;Substratum: substance, soil;;IMI246742;Nigeria;1980;Ugoji, E.O.
142;;Fungi;Ascomycota;Hypocreales;;;Acremonium strictum;W. Gams;;;Associated organism: Zea mays;Gramineae;IMI151932;Nigeria;;Williams, R.
143;;Fungi;Ascomycota;Hypocreales;;;Acremonium strictum;W. Gams;;;Substratum: leaf. Associated organism: Hevea;Euphorbiaceae;IMI192059;Sierra Leone;1975;Capooria, R.G.
144;;Fungi;Ascomycota;Hypocreales;;;Acremonium strictum;W. Gams;;;Associated organism: Zea mays;Gramineae;IMI151933;Nigeria;;Williams, R.
145;;Fungi;Ascomycota;Hypocreales;;;Acremonium strictum;W. Gams;;;Associated organism: Zea mays;Gramineae;IMI151931;Nigeria;;Williams, R.
