ID;gbifID;phylum;species;authors;country;recordedBy;basisOfRecord;identifiedBy;typeStatus
773;1941137132;Basidiomycota;Lactifluus melleus;Maba,;Ghana;;MATERIAL_SAMPLE;;
736;1941351590;Basidiomycota;Lactifluus luteopus;(Verbeken) Verbeken,;Ghana;;MATERIAL_SAMPLE;;
729;1941365458;Basidiomycota;Lactifluus guellyi;Maba,;Togo;Atsu Guelly;MATERIAL_SAMPLE;Dao Maba;
722;1941459411;Ascomycota;Aspergillus niger;Tiegh.,;Nigeria;V.O. Amaechi;MATERIAL_SAMPLE;;
721;1941525331;Ascomycota;Neocosmospora solani;W.C.Snyder;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
720;1941532467;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
671;1941655573;Ascomycota;Clavispora lusitaniae;Rodr.Mir.;Nigeria;;PRESERVED_SPECIMEN;;
669;1941665786;Basidiomycota;Lactifluus flavellus;Maba & Guelly,;Ghana;;MATERIAL_SAMPLE;;
668;1941679451;Ascomycota;Clavispora lusitaniae;Rodr.Mir.;Nigeria;;PRESERVED_SPECIMEN;;
666;1941694085;Basidiomycota;Lactifluus longibasidius;Maba & Verbeken,;Ghana;;MATERIAL_SAMPLE;;
665;1941751172;Ascomycota;Talaromyces pinophilus;(Hedgc.) Samson, N.Yilmaz, Frisvad & Seifert,;Nigeria;S. Omeike;MATERIAL_SAMPLE;;
664;1941752874;Ascomycota;Dipodascus geotrichum;Link,;Nigeria;;MATERIAL_SAMPLE;;
663;1941774012;Ascomycota;Kluyveromyces marxianus;Kluyveromyces marxianus;Benin;P. Sessou;MATERIAL_SAMPLE;K. Jeyaram;
662;1941788527;Ascomycota;Neocosmospora solani;W.C.Snyder;Niger;Boubacar Toukal Assoumana;PRESERVED_SPECIMEN;;
661;1941795120;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
660;1941844978;Ascomycota;Aspergillus aculeatinus;Noonim, Frisvad, Varga & Samson;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
659;1941852499;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
658;1941852573;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
657;1941896997;Basidiomycota;Lactarius saponaceus;Verbeken;Benin;Dao Maba;MATERIAL_SAMPLE;Dao Maba;
656;1941924105;Basidiomycota;Lactifluus heimii;(Verbeken) Verbeken,;Togo;;MATERIAL_SAMPLE;;
655;1941961237;Ascomycota;Neocosmospora solani;W.C.Snyder;Niger;Boubacar Toukal Assoumana;PRESERVED_SPECIMEN;;
654;1941966728;Ascomycota;Dipodascus geotrichum;Link,;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
653;1941966844;Ascomycota;Dipodascus geotrichum;Link,;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
652;1941966867;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
651;1941986834;Ascomycota;Saccharomyces cerevisiae;Meyen ex E.C.Hansen;Niger;M. Gagara;MATERIAL_SAMPLE;K. Jeyaram;
650;1942018753;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
649;1942018803;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
648;1942018809;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
647;1942018815;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
646;1942018909;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
645;1942058764;Ascomycota;Dipodascus geotrichum;Link,;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
644;1942058791;Ascomycota;Aspergillus tubingensis;Mosseray;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
643;1942058844;Ascomycota;Aspergillus tubingensis;Mosseray;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
642;1942058845;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
641;1942095157;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
640;1942103793;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
639;1942112989;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
638;1942113010;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
637;1942113018;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
636;1942113019;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
635;1942113027;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
634;1942113031;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
633;1942113036;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
632;1942113038;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
631;1942113039;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
630;1942113042;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
629;1942113043;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
628;1942113045;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
627;1942113049;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
626;1942113050;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
625;1942113060;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
624;1942113061;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
623;1942113062;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
622;1942113071;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
621;1942113075;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
620;1942113077;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
619;1942113079;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
618;1942113085;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
617;1942113088;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
616;1942113093;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
615;1942113106;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
614;1942113110;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
613;1942114027;Ascomycota;Candida tropicalis;(Castell.) Berkhout;Benin;P. Sessou;MATERIAL_SAMPLE;K. Jeyaram;
612;1942139687;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
611;1942139727;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
610;1942139763;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
609;1942139765;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
608;1942139778;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
607;1942139782;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
606;1942139796;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
605;1942139806;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
604;1942139811;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
603;1942139814;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
602;1942139823;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
601;1942139826;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
600;1942139838;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
599;1942139846;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
598;1942139866;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
597;1942139874;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
596;1942139878;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
595;1942139895;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
594;1942142709;Ascomycota;Saccharomyces cerevisiae;Meyen ex E.C.Hansen;Nigeria;;PRESERVED_SPECIMEN;;
593;1942143966;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
592;1942144006;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
591;1942144054;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
590;1942144078;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
589;1942144098;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
587;1942159193;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
586;1942159197;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
584;1942171758;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
583;1942198842;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
582;1942204514;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
581;1942210053;Ascomycota;Saccharomyces cerevisiae;Meyen ex E.C.Hansen;Niger;M. Gagara;MATERIAL_SAMPLE;K. Jeyaram;
579;1942228202;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
578;1942237560;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
574;1942367176;Ascomycota;Candida parapsilosis;(Ashford) Langeron & Talice;Nigeria;;PRESERVED_SPECIMEN;;
531;1942471945;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
530;1942490278;Ascomycota;Aspergillus aculeatinus;Noonim, Frisvad, Varga & Samson;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
529;1942490288;Ascomycota;Aspergillus aculeatinus;Noonim, Frisvad, Varga & Samson;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
528;1942498976;Basidiomycota;Lactifluus flavellus;Maba & Guelly,;Ghana;;MATERIAL_SAMPLE;;
492;1942502518;Basidiomycota;Lactarius tenellus;Verbeken & Walleyn;Benin;Dao Maba;MATERIAL_SAMPLE;Dao Maba;
489;1942515243;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
488;1942532068;Ascomycota;Issatchenkia orientalis;Boidin, Pignal & Besson,;Benin;P. Sessou;MATERIAL_SAMPLE;K. Jeyaram;
487;1942552319;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
486;1942552390;Ascomycota;Aspergillus awamori;Inui;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
485;1942552396;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
484;1942569634;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
483;1942569640;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
481;1942575699;Ascomycota;Aspergillus niger;Tiegh.,;Nigeria;Paul Olusegun Bankole;PRESERVED_SPECIMEN;;
480;1943130223;Basidiomycota;Cryptococcus neoformans;(San Felice) Vuill.;Nigeria;Nnadi Emmanuel;MATERIAL_SAMPLE;;
479;1943130317;Basidiomycota;Cryptococcus neoformans;(San Felice) Vuill.;Nigeria;Nnadi Emmanuel;MATERIAL_SAMPLE;;
478;1943130325;Basidiomycota;Cryptococcus neoformans;(San Felice) Vuill.;Nigeria;Nnadi Emmanuel;MATERIAL_SAMPLE;;
472;1943215394;Basidiomycota;Lactifluus longipes;(Verbeken) Verbeken,;Togo;;MATERIAL_SAMPLE;;
469;1943217141;Basidiomycota;Lactifluus foetens;(Verbeken & Van Rooij) Verbeken,;Ghana;;MATERIAL_SAMPLE;;
467;1943247931;Basidiomycota;Lactarius subbaliophaeus;Maba & Yorou,;Ghana;;MATERIAL_SAMPLE;;
466;1943256268;Basidiomycota;Lactifluus densifolius;(Verbeken & Karhula) Verbeken,;Ghana;;MATERIAL_SAMPLE;;
465;1943256275;Basidiomycota;Lactarius tenellus;Verbeken & Walleyn;Ghana;;MATERIAL_SAMPLE;;
457;1944046676;Ascomycota;Lasiodiplodia pseudotheobromae;A.J.L.Phillips, A.Alves & Crous;Nigeria;Dr Adetunji charles;MATERIAL_SAMPLE;;
451;1944078248;Ascomycota;Penicillium citrinum;Thom;Nigeria;S. Omeike;MATERIAL_SAMPLE;;
417;1944118613;Basidiomycota;Lactifluus rubiginosus;(Verbeken) Verbeken,;Togo;Dao Maba;MATERIAL_SAMPLE;Dao Maba;
370;1944213650;Zygomycota;Rhizopus arrhizus;Went & Prins.Geerl.;Nigeria;Ayinla Zainab;PRESERVED_SPECIMEN;;
367;1944217639;Basidiomycota;Lactifluus luteopus;(Verbeken) Verbeken,;Guinea;Dao Maba;MATERIAL_SAMPLE;Dao Maba;
366;1944233860;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
365;1944235642;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
364;1944235689;Ascomycota;Dipodascus geotrichum;Link,;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
363;1944238465;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
362;1944238480;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
356;1944258695;Basidiomycota;Lactifluus pectinatus;Maba & Yorou,;Ghana;;MATERIAL_SAMPLE;;
349;1944261226;Basidiomycota;Lactifluus gymnocarpoides;(Verbeken) Verbeken,;Benin;;MATERIAL_SAMPLE;;
348;1944300123;Ascomycota;Penicillium citrinum;Thom;Nigeria;S. Omeike;MATERIAL_SAMPLE;;
347;1944301327;Ascomycota;Aspergillus tubingensis;Mosseray;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
346;1944324835;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
345;1944324862;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
344;1944334052;Ascomycota;Aspergillus awamori;Inui;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
343;1944334854;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
342;1944334872;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
341;1944334885;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
340;1944334902;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
339;1944334917;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
338;1944334998;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
337;1944335001;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
336;1944335006;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
335;1944335008;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
334;1944335023;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
333;1944335031;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
332;1944335032;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
331;1944335036;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
330;1944335042;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
329;1944335064;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
328;1944335067;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
327;1944335073;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
326;1944335111;Basidiomycota;Afroboletus pterosporus;(Singer) Pegler & T.W.K.Young;Nigeria;;PRESERVED_SPECIMEN;;
325;1944341145;Basidiomycota;Lactifluus gymnocarpoides;(Verbeken) Verbeken,;Benin;;MATERIAL_SAMPLE;;
324;1944341152;Basidiomycota;Lactifluus foetens;(Verbeken & Van Rooij) Verbeken,;Nigeria;;MATERIAL_SAMPLE;;
321;1944356470;Ascomycota;Aspergillus awamori;Inui;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
320;1944357743;Ascomycota;Aspergillus niger;(Bres.) Henn.;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
319;1944367580;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
318;1944367589;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
317;1944367641;Ascomycota;Aspergillus flavus;Link;Nigeria;O.T. Ojuri & C.N. Ezekiel;MATERIAL_SAMPLE;;
316;1946403849;Basidiomycota;Moesziomyces bullatus;Bref.;Gambia;;PRESERVED_SPECIMEN;;
315;1946547534;Ascomycota;Saccharomyces cerevisiae;Meyen ex E.C.Hansen;Nigeria;Samuel Fasiku;MATERIAL_SAMPLE;;
314;1987936585;Basidiomycota;Fulvifomes durissimus;Lloyd,;Liberia;T. Muzik;PRESERVED_SPECIMEN;J.L. Lowe;
313;1987996353;Ascomycota;Strigula orbicularis;(Fée) Mont.;Ivory Coast;L. Ake Assi;PRESERVED_SPECIMEN;A. V zda;
312;1988613537;Basidiomycota;Puccinia kraussiana;Cooke;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
311;1988633104;Basidiomycota;Coriolopsis occidentalis;Klotzsch;Liberia;G. W. Harley;PRESERVED_SPECIMEN;;
310;1988637167;Ascomycota;Pseudogibellula formicarum;Mains;Liberia;J.T. Baldwin;PRESERVED_SPECIMEN;;HOLOTYPE
309;1988644795;Basidiomycota;Puccinia variabilis;H.S.Jacks.,;Sierra Leone;F.C. Deighton;PRESERVED_SPECIMEN;;ISOTYPE
308;1988670680;Basidiomycota;Goplana concinna;Syd.;Sierra Leone;F.C. Deighton;PRESERVED_SPECIMEN;;ISOTYPE
307;1988676485;Basidiomycota;Aecidium cynanchi;Cummins;Sierra Leone;F.C. Deighton;PRESERVED_SPECIMEN;;ISOTYPE
306;1988685416;Basidiomycota;Trametes cotonea;Pat. & Har.;Liberia;G. W. Harley;PRESERVED_SPECIMEN;;
305;1988695014;Ascomycota;Pseudogibellula formicarum;(Mains) Samson & H.C.Evans;Ghana;R.A. Samson;PRESERVED_SPECIMEN;;PARATYPE
304;1988706891;Basidiomycota;Hemileia scitula;Syd.;Sierra Leone;F.C. Deighton;PRESERVED_SPECIMEN;;ISOSYNTYPE
303;1988730973;Basidiomycota;Scytinostroma albocinctum;Berk. & Broome;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
301;1988772870;Basidiomycota;Phlebiopsis crassa;Berk. & M.A.Curtis;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
300;1988805113;Basidiomycota;Trechispora mollusca;(Pers.) Quél.;Liberia;Trotzjuk;PRESERVED_SPECIMEN;;
299;1988812965;Basidiomycota;Tretopileus sphaerophorus;Berk. & M.A.Curtis;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
298;1988815657;Basidiomycota;Hapalophragmium millettiae;Syd.;Sierra Leone;F.C. Deighton;PRESERVED_SPECIMEN;;ISOTYPE
297;1988861606;Basidiomycota;Morganella afra;Kreisel & Dring;Ivory Coast;K.A. Harrison;PRESERVED_SPECIMEN;;
296;1988873648;Basidiomycota;Sporisorium schweinfurthianum;(von Thümen) G.P.Clinton;Nigeria;[illegible];PRESERVED_SPECIMEN;;
295;1988902085;Basidiomycota;Coleosporium phyllanthinum;Syd.;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
294;1988914325;Basidiomycota;Xylobolus subpileatus;Berk. & M.A.Curtis;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
293;1988934177;Basidiomycota;Gymnopilus zenkeri;(Henn.) Singer;Liberia;G. W. Harley;PRESERVED_SPECIMEN;;
292;1988948325;Basidiomycota;Fomes pseudosenex;(Murrill) Sacc. & Trotter;Liberia;D. V. Baxter;PRESERVED_SPECIMEN;;
291;1988963536;Ascomycota;Ophiocordyceps australis;(Speg.) Sacc.,;Liberia;J.T. Baldwin, Jr.;PRESERVED_SPECIMEN;;
290;1988980239;Ascomycota;Ophiocordyceps australis;(Speg.) Sacc.,;Liberia;J.T. Baldwin, Jr.;PRESERVED_SPECIMEN;;
289;1988989719;Basidiomycota;Cerioporus leptocephalus;Fr.;Liberia;D. H. Linder;PRESERVED_SPECIMEN;;
288;1989010597;Basidiomycota;Hemileia deightonii;Syd.;Sierra Leone;F.C. Deighton;PRESERVED_SPECIMEN;;ISOTYPE
287;1989018524;Basidiomycota;Russula albonigroides;Singer;Liberia;G.W. Harley;PRESERVED_SPECIMEN;;ISOTYPE
286;1989041950;Basidiomycota;Lentinus tuber-regium;(Rumph. ex Fr.) Singer;Nigeria;Davies;PRESERVED_SPECIMEN;;
285;1989056437;Basidiomycota;Perenniporia inflexibilis;Henn.;Liberia;G. W. Harley;PRESERVED_SPECIMEN;;
284;1989080794;Basidiomycota;Trametes modesta;Kunze ex Fr.;Liberia;T. Muzik;PRESERVED_SPECIMEN;;
283;1989086000;Ascomycota;Ophiocordyceps australis;(Speg.) Sacc.,;Liberia;J.C. Bequaert;PRESERVED_SPECIMEN;;
282;1989088545;Ascomycota;Daldinia eschscholtzii;(Ehrenb.) Rehm,;Sierra Leone;A. B. Katta;PRESERVED_SPECIMEN;;
281;1989089702;Chytridiomycota;Physoderma maydis;(Miyabe) Miyabe;Ghana;C. Bunting;PRESERVED_SPECIMEN;;
280;1989112688;Basidiomycota;Elateraecium callianthum;Syd.;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
279;1989113179;Ascomycota;Calloriopsis herpotricha;(Sacc.) Syd. & P.Syd.,;Sierra Leone;F. C. Deighton;PRESERVED_SPECIMEN;;
276;1989150198;Basidiomycota;Podaxis pistillaris;(L.) Fr.;Nigeria;Not evident;PRESERVED_SPECIMEN;;
275;1989174567;Basidiomycota;Hexagonia crinigera;Fr.;Sierra Leone;J. A. Cole;PRESERVED_SPECIMEN;;
