ID;gbifID;phylum;species;authors;country;recordedBy;basisOfRecord;identifiedBy;typeStatus
10881;661027;Ascomycota;Caloplaca cinnabarina;(Ach.) Zahlbr.;Guinea;H. des Abbayes;PRESERVED_SPECIMEN;;
10880;661032;Ascomycota;Caloplaca cinnabarina;(Ach.) Zahlbr.;Guinea;H. des Abbayes;PRESERVED_SPECIMEN;;
10879;673136;Ascomycota;Canoparmelia texana;(Tuck.) Elix & Hale;Ivory Coast;H. des Abbayes;PRESERVED_SPECIMEN;;
10878;673145;Ascomycota;Canoparmelia ecaperata;(Müll.Arg.) Elix & Hale;Guinea;H. des Abbayes;PRESERVED_SPECIMEN;;
10877;824430;Ascomycota;Hypotrachyna sublaevigata;(Nyl.) Hale;Guinea;H. des Abbayes;PRESERVED_SPECIMEN;;
10876;908313;Ascomycota;Ocellularia cinerascens;Abbayes;Ivory Coast;H. des Abbayes;PRESERVED_SPECIMEN;;TYPE
10875;908315;Ascomycota;Ocellularia trypanea;Ocellularia tryphanea;Guinea;"[missing; ex herb. C. A. Agardh]";PRESERVED_SPECIMEN;;ISOTYPE
10874;908316;Ascomycota;Ocellularia trypanea;Ocellularia tryphanea;Guinea;"[missing; ex herb. C. A. Agardh]";PRESERVED_SPECIMEN;;ISOTYPE
10872;929389;Ascomycota;Parmotrema andinum;(Müll.Arg.) Hale;Ivory Coast;O. L. Lange;PRESERVED_SPECIMEN;;
10871;929700;Ascomycota;Parmotrema andinum;(Müll.Arg.) Hale;Ivory Coast;H. des Abbayes;PRESERVED_SPECIMEN;;
10870;929702;Ascomycota;Parmotrema andinum;(Müll.Arg.) Hale;Ghana;J. Jenik;PRESERVED_SPECIMEN;;
10869;950236;Ascomycota;Relicina limbata;(Nyl.) Hale;Guinea;H. des Abbayes;PRESERVED_SPECIMEN;;
10868;974465;Ascomycota;Porina tetracea;Porina tetracea;Sierra Leone;;PRESERVED_SPECIMEN;;TYPE
10867;29562454;Ascomycota;Ramalina maciformis;(Delise) Bory;Liberia;G. Thor;PRESERVED_SPECIMEN;;
10866;42373187;Zygomycota;Lichtheimia blakesleeana;Lendn.;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10865;42373484;Ascomycota;Alternaria capsici-annui;Savul. & Sandu;Senegal;;LIVING_SPECIMEN;J.C. David;
10864;42373549;Ascomycota;Xenoacremonium recifei;(Leão & Lôbo) W.Gams,;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10863;42373556;Ascomycota;Akanthomyces gracilis;Samson & H.C.Evans;Ghana;;LIVING_SPECIMEN;D.W. Minter;
10862;42374219;Oomycota;Achlya caroliniana;Coker;Nigeria;;LIVING_SPECIMEN;J.C. David;
10861;42374241;Oomycota;Achlya dubia;Coker;Nigeria;;LIVING_SPECIMEN;J.C. David;
10859;42374671;Zygomycota;Lichtheimia blakesleeana;Lendn.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10856;42376120;Ascomycota;Alternaria elegans;E.G.Simmons & J.C.David;Burkina Faso;;LIVING_SPECIMEN;J.C. David;
10855;42376206;Ascomycota;Alternaria eichhorniae;Nag Raj & Ponnappa;Ghana;;LIVING_SPECIMEN;J. Gunn;
10854;42376553;Ascomycota;Acremonium polychromum;(J.F.H.Beyma) W.Gams;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10853;42376555;Ascomycota;Acremonium polychromum;(J.F.H.Beyma) W.Gams;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10852;42376565;Ascomycota;Alternaria dauci;(J.G.Kühn) J.W.Groves & Skolko;Ghana;;LIVING_SPECIMEN;J.C. David;
10851;42376584;Zygomycota;Lichtheimia blakesleeana;Lendn.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10850;42376610;Ascomycota;Acremonium polychromum;(J.F.H.Beyma) W.Gams;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10849;42380516;Ascomycota;Alternaria sesami;(E.Kawam.) Mohanty & Behera;Nigeria;;LIVING_SPECIMEN;J.C. David;
10848;42381101;Ascomycota;Arthrobotrys dactyloides;Drechsler;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10847;42381358;Ascomycota;Aspergillus candidus;Link;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10846;42381630;Ascomycota;Aspergillus auricomus;(Guég.) Saito;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10845;42381847;Ascomycota;Aspergillus anthodesmis;Bartoli & Maggi;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10844;42385023;Ascomycota;Alternaria tomato;(Cooke) L.R.Jones;Burkina Faso;;LIVING_SPECIMEN;J.C. David;
10842;42385878;Ascomycota;Aspergillus aureolus;Fennell & Raper;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10841;42385886;Ascomycota;Aspergillus aureolus;Fennell & Raper;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10840;42386022;Ascomycota;Aspergillus candidus;Link;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10839;42386107;Ascomycota;Aspergillus awamori;Nakaz.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10838;42386495;Ascomycota;Amorphotheca resinae;Parbery;Nigeria;;LIVING_SPECIMEN;J.C. David;
10837;42391436;Ascomycota;Aspergillus giganteus;Wehmer;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10836;42391452;Ascomycota;Aspergillus giganteus;Wehmer;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10835;42391494;Ascomycota;Aspergillus funiculosus;G.Sm.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10834;42391524;Ascomycota;Aspergillus carbonarius;(Bainier) Thom;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10833;42391525;Ascomycota;Aspergillus penicillioides;Speg.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10832;42391527;Ascomycota;Aspergillus giganteus;Wehmer;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10830;42391624;Ascomycota;Aspergillus penicillioides;Speg.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10829;42391680;Ascomycota;Aspergillus longivesica;L.H.Huang & Raper;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10828;42391682;Ascomycota;Aspergillus nidulans;(Eidam) G.Winter,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10827;42391690;Ascomycota;Aspergillus fumigatus;Fresen.;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10826;42391696;Ascomycota;Aspergillus japonicus;Saito;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10824;42391752;Ascomycota;Aspergillus flavus;Link;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10823;42391756;Ascomycota;Aspergillus flavus;Link;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10822;42391894;Ascomycota;Aspergillus chevalieri;Thom & Church,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10821;42391902;Ascomycota;Aspergillus chevalieri;Thom & Church,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10820;42392216;Ascomycota;Aspergillus carbonarius;(Bainier) Thom;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10819;42392262;Ascomycota;Aspergillus fischeri;Wehmer;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10818;42392415;Ascomycota;Aspergillus ivoriensis;Bartoli & Maggi;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10817;42392424;Ascomycota;Aspergillus coremiiformis;Bartoli & Maggi;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10816;42392427;Ascomycota;Aspergillus ochraceoroseus;Bartoli & Maggi;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10815;42392444;Ascomycota;Aspergillus longivesica;L.H.Huang & Raper;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10814;42392645;Ascomycota;Aspergillus fischeri;Wehmer;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10813;42392828;Ascomycota;Aspergillus japonicus;Saito;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10812;42393402;Ascomycota;Aspergillus ochraceus;G.Wilh.;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10811;42393863;Ascomycota;Aspergillus ochraceus;G.Wilh.;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10810;42393906;Ascomycota;Aspergillus japonicus;Saito;Burkina Faso;;LIVING_SPECIMEN;P.M. Kirk;
10809;42394518;Ascomycota;Aspergillus implicatus;Persiani & Maggi;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10808;42394582;Ascomycota;Aspergillus clavatus;Desm.;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10807;42395406;Ascomycota;Aspergillus funiculosus;G.Sm.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10806;42395408;Ascomycota;Aspergillus funiculosus;G.Sm.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10805;42395412;Ascomycota;Aspergillus clavatus;Desm.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10804;42395418;Ascomycota;Aspergillus fischeri;Wehmer;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10803;42395620;Ascomycota;Aspergillus chevalieri;Thom & Church,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10802;42402094;Ascomycota;Aspergillus sclerotiorum;G.A.Huber;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10801;42402221;Ascomycota;Aspergillus wentii;Wehmer;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10800;42402317;Ascomycota;Aspergillus ustus;(Bainier) Thom & Church;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10799;42402320;Ascomycota;Aspergillus violaceus;Fennell & Raper,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10798;42402415;Ascomycota;Aspergillus sydowii;(Bainier & Sartory) Thom & Church;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10797;42402446;Ascomycota;Aspergillus ustus;(Bainier) Thom & Church;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10796;42402462;Ascomycota;Aspergillus ruber;Thom & Church;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10795;42402472;Ascomycota;Aspergillus tamarii;Kita;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10794;42402488;Ascomycota;Aspergillus ustus;(Bainier) Thom & Church;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10793;42403011;Ascomycota;Aspergillus stromatoides;Raper & Fennell;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10792;42403012;Ascomycota;Aspergillus stromatoides;Raper & Fennell;Ivory Coast;;LIVING_SPECIMEN;Z. Lawrence;
10791;42403328;Ascomycota;Aspergillus quadricinctus;J.L.Yuill;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10790;42403590;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Togo;;LIVING_SPECIMEN;D.W. Minter;
10789;42403655;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Togo;;LIVING_SPECIMEN;D.W. Minter;
10788;42403665;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Togo;;LIVING_SPECIMEN;D.W. Minter;
10787;42403675;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Togo;;LIVING_SPECIMEN;D.W. Minter;
10785;42404121;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10784;42405224;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10783;42405531;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Ghana;;LIVING_SPECIMEN;D.W. Minter;
10782;42405559;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Benin;;LIVING_SPECIMEN;D.W. Minter;
10781;42405561;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Benin;;LIVING_SPECIMEN;D.W. Minter;
10780;42405566;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Benin;;LIVING_SPECIMEN;D.W. Minter;
10779;42405584;Ascomycota;Beauveria bassiana;(Bals.-Criv.) Vuill.;Benin;;LIVING_SPECIMEN;D.W. Minter;
10778;42405974;Ascomycota;Aspergillus tamarii;Kita;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10777;42405975;Ascomycota;Aspergillus wentii;Wehmer;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10776;42405987;Ascomycota;Aspergillus versicolor;(Vuill.) Tirab.;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10775;42405991;Ascomycota;Aspergillus wentii;Wehmer;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10774;42406016;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10773;42406018;Ascomycota;Aspergillus violaceofuscus;Gasperini;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10772;42406057;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10771;42406061;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10770;42406072;Ascomycota;Aspergillus versicolor;(Vuill.) Tirab.;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10769;42406076;Ascomycota;Aspergillus wentii;Wehmer;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10768;42406082;Ascomycota;Aspergillus sydowii;(Bainier & Sartory) Thom & Church;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10767;42406098;Ascomycota;Aspergillus violaceofuscus;Gasperini;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10766;42406103;Ascomycota;Aspergillus violaceofuscus;Gasperini;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10765;42406126;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10764;42406133;Ascomycota;Aspergillus violaceofuscus;Gasperini;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10763;42406194;Ascomycota;Aspergillus violaceus;Fennell & Raper,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10762;42406197;Ascomycota;Aspergillus violaceus;Fennell & Raper,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10761;42406204;Ascomycota;Aspergillus silvaticus;Fennell & Raper;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10759;42406466;Basidiomycota;Athelia rolfsii;(Curzi) C.C.Tu & Kimbr.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10758;42406885;Ascomycota;Aspergillus melleus;(Bainier) Thom & Church;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10757;42412868;Ascomycota;Cercospora kikuchii;(Tak.Matsumoto & Tomoy.) M.W.Gardner;Nigeria;;LIVING_SPECIMEN;J.C. David;
10756;42412878;Ascomycota;Cercospora ricinella;Sacc. & Berl.;Nigeria;;LIVING_SPECIMEN;J.C. David;
10755;42412899;Ascomycota;Cercospora xanthosomatis;Gonz.Frag. & Cif.;Nigeria;;LIVING_SPECIMEN;J.C. David;
10754;42412961;Ascomycota;Cercospora canescens;Ellis & G.Martin;Nigeria;;LIVING_SPECIMEN;J.C. David;
10753;42412964;Ascomycota;Cercospora apii;Fresen.;Nigeria;;LIVING_SPECIMEN;J.C. David;
10752;42412985;Ascomycota;Cercospora lactucae-sativae;Traverso,;Nigeria;;LIVING_SPECIMEN;J.C. David;
10751;42412992;Ascomycota;Cercospora kikuchii;(Tak.Matsumoto & Tomoy.) M.W.Gardner;Nigeria;;LIVING_SPECIMEN;J.C. David;
10750;42412999;Ascomycota;Cercospora manihobae;Viégas;Nigeria;;LIVING_SPECIMEN;J.C. David;
10749;42413007;Ascomycota;Cercospora canescens;Ellis & G.Martin;Nigeria;;LIVING_SPECIMEN;J.C. David;
10748;42413454;Ascomycota;Epicoccum andropogonis;Ces.,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10744;42414302;Ascomycota;Neofusicoccum ribis;Grossenb. & Duggar,;Niger;;LIVING_SPECIMEN;P.F. Cannon;
10743;42414347;Ascomycota;Lasiodiplodia theobromae;Pat.;Niger;;LIVING_SPECIMEN;P.F. Cannon;
10740;42414633;Ascomycota;Neofusicoccum ribis;Grossenb. & Duggar,;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10739;42414640;Ascomycota;Lasiodiplodia theobromae;Pat.;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10738;42415004;Ascomycota;Collariella bostrychodes;Zopf,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10737;42415210;Ascomycota;Lasiodiplodia theobromae;Pat.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10736;42415228;Ascomycota;Chaetomium globosum;Kunze;Burkina Faso;;LIVING_SPECIMEN;P.F. Cannon;
10735;42415368;Ascomycota;Dichotomopilus funicola;Cooke,;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10734;42415742;Ascomycota;Lasiodiplodia theobromae;Pat.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10733;42417500;Ascomycota;Ceratocystis paradoxa;(Dade) C.Moreau;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10732;42417571;Ascomycota;Botryodiplodia palmarum;(Cooke) Petr. & Syd.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10731;42417577;Ascomycota;Lasiodiplodia theobromae;Pat.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10730;42417694;Ascomycota;Ceratocystis paradoxa;(Dade) C.Moreau;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10729;42417698;Ascomycota;Bipolaris heveae;(Petch) B.A.Khasanov;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10728;42417776;Ascomycota;Candida parapsilosis;(Ashford) Langeron & Talice;Nigeria;;LIVING_SPECIMEN;D.W. Minter;
10727;42423688;Ascomycota;Curvularia verruculosa;(Tsuda & Ueyama) Sivan.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10726;42423879;Ascomycota;Chaetomium medusarum;J.A.Mey. & Lanneau;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10725;42423898;Ascomycota;Chaetomium luteum;(J.N.Rai & J.P.Tewari) P.F.Cannon;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10722;42424035;Ascomycota;Cochliobolus neergaardii;Alcorn;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10721;42424152;Zygomycota;Choanephora cucurbitarum;(Berk. & Ravenel) Thaxt.;Senegal;;LIVING_SPECIMEN;P.M. Kirk;
10720;42424225;Ascomycota;Cladorrhinum samala;(Subram. & Lodha) W.Gams & Mouch.,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10719;42424302;Ascomycota;Cladosporium cladosporioides;(Fresen.) G.A.de Vries;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10718;42425231;Ascomycota;Amesia nigricolor;L.M.Ames,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10717;42425397;Ascomycota;Chaetomium senegalense;L.M.Ames;Senegal;;LIVING_SPECIMEN;P.F. Cannon;
10716;42425677;Ascomycota;Cladorrhinum samala;(Subram. & Lodha) W.Gams & Mouch.,;Liberia;;LIVING_SPECIMEN;P.M. Kirk;
10715;42425772;Ascomycota;Cladorrhinum samala;(Subram. & Lodha) W.Gams & Mouch.,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10714;42425965;Ascomycota;Chaetomium hispanicum;Guarro & Arx;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10713;42425971;Ascomycota;Chaetomium lucknowense;J.N.Rai & J.P.Tewari;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10712;42425975;Ascomycota;Amesia nigricolor;L.M.Ames,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10711;42426434;Ascomycota;Dichotomopilus indicus;Corda,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10710;42426549;Ascomycota;Amesia nigricolor;L.M.Ames,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10709;42426982;Zygomycota;Choanephora cucurbitarum;(Berk. & Ravenel) Thaxt.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10708;42427705;Ascomycota;Chaetomium virescens;(Arx) Udagawa;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10707;42428618;Ascomycota;Chaetomium macrostiolatum;Stchigel, K.Rodr. & Guarro;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10706;42429460;Zygomycota;Circinella muscae;(Sorokin) Berl. & De Toni;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10705;42429701;Ascomycota;Curvularia eragrostidis;(Tsuda & Ueyama) Sivan.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10704;42430022;Ascomycota;Cladosporium colocasiae;Sawada;Guinea;;LIVING_SPECIMEN;P.M. Kirk;
10703;42430025;Ascomycota;Chaetomium thermophilum;La Touche;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10702;42434017;Ascomycota;Corynespora cassiicola;(Berk. & M.A.Curtis) C.T.Wei;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10701;42434256;Ascomycota;Thielavia sepedonium;(C.W.Emmons) Arx;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10699;42434608;Ascomycota;Colletotrichum truncatum;(Schwein.) Andrus & W.D.Moore;Gambia;;LIVING_SPECIMEN;P.F. Cannon;
10697;42436786;Ascomycota;Colletotrichum lindemuthianum;(Sacc. & Magnus) Briosi & Cavara;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10696;42437085;Ascomycota;Colletotrichum dematium;(Pers.) Grove;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10695;42438386;Ascomycota;Colletotrichum capsici;(Syd.) E.J.Butler & Bisby;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10694;42438580;Ascomycota;Colletotrichum capsici;(Syd.) E.J.Butler & Bisby;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10687;42439209;Ascomycota;Coleophoma empetri;(Rostr.) Petr.;Burkina Faso;;LIVING_SPECIMEN;P.F. Cannon;
10686;42439422;Ascomycota;Colletotrichum truncatum;(Schwein.) Andrus & W.D.Moore;Burkina Faso;;LIVING_SPECIMEN;P.F. Cannon;
10685;42439425;Ascomycota;Colletotrichum truncatum;(Schwein.) Andrus & W.D.Moore;Burkina Faso;;LIVING_SPECIMEN;P.F. Cannon;
10684;42439836;Ascomycota;Colletotrichum caudatum;Peck;Benin;;LIVING_SPECIMEN;P.F. Cannon;
10683;42440014;Ascomycota;Corynespora cassiicola;(Berk. & M.A.Curtis) C.T.Wei;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10682;42440169;Ascomycota;Colletotrichum sublineola;Henn.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10681;42440261;Ascomycota;Colletotrichum sublineola;Henn.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10680;42440370;Ascomycota;Colletotrichum sublineola;Henn.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10679;42444831;Ascomycota;Corynespora torulosa;(Syd.) M.B.Ellis,;Guinea;;LIVING_SPECIMEN;P.M. Kirk;
10678;42444965;Ascomycota;Dendryphiella vinosa;(Berk. & M.A.Curtis) Reisinger;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10677;42445106;Ascomycota;Curvularia pallescens;M.B.Ellis;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10676;42445201;Ascomycota;Curvularia senegalensis;(Speg.) Subram.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10675;42445299;Ascomycota;Curvularia trifolii;(Kauffman) Boedijn;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10673;42445761;Ascomycota;Curvularia andropogonis;(Zimm.) Boedijn;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10672;42446066;Ascomycota;Effetia craspedoconidica;Bartoli, Maggi & Persiani;Ivory Coast;;LIVING_SPECIMEN;P.F. Cannon;
10670;42447144;Ascomycota;Diaporthe citri;F.A.Wolf;Niger;;LIVING_SPECIMEN;P.F. Cannon;
10668;42447425;Ascomycota;Dactylaria clavata;Matsush.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10667;42448370;Ascomycota;Cylindrocarpon musae;C.Booth & R.H.Stover;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10666;42448581;Ascomycota;Phomopsis manihot;Punith.,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10665;42449839;Ascomycota;Dictyochaeta daphnioides;Kuthub. & Nawawi;Ivory Coast;;LIVING_SPECIMEN;P.M. Kirk;
10664;42450018;Ascomycota;Cylindrocarpon musae;C.Booth & R.H.Stover;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10660;42450528;Ascomycota;Pseudopyricularia higginsii;(Luttr.) M.B.Ellis,;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10658;42450996;Zygomycota;Cunninghamella elegans;Lendn.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10657;42451112;Ascomycota;Curvularia fallax;Boedijn;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10655;42451179;Ascomycota;Macronectria jungneri;Wollenw.;Sierra Leone;;LIVING_SPECIMEN;D. Brayford;
10654;42451183;Ascomycota;Gliocladiopsis tenuis;Bugnic.;Sierra Leone;;LIVING_SPECIMEN;D. Brayford;
10653;42451243;Ascomycota;Thelonectria olida;(Wollenw.) Wollenw.,;Ghana;;LIVING_SPECIMEN;D. Brayford;
10652;42458125;Ascomycota;Fusicolla aquaeductuum;(Rabenh. & Radlk.) Sacc.;Ghana;;LIVING_SPECIMEN;D. Brayford;
10651;42459353;Ascomycota;Exserohilum inaequale;Sivan.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10650;42459856;Ascomycota;Fusarium chlamydosporum;Wollenw. & Reinking;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10646;42460052;Ascomycota;Fusarium acuminatum;Ellis & Everh.,;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10644;42460629;Ascomycota;Fusarium camptoceras;Wollenw. & Reinking;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10638;42460924;Ascomycota;Aspergillus nidulans;(Eidam) Vuill.,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10637;42461365;Ascomycota;Fusarium avenaceum;(Fr.) Sacc.,;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10636;42461421;Ascomycota;Aspergillus nidulans;(Eidam) Vuill.,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10634;42469309;Ascomycota;Neocosmospora solani;(Mart.) Sacc.,;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10633;42472858;Ascomycota;Fusarium fujikuroi;J.Sheld.;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10632;42473157;Ascomycota;Fusarium equiseti;(Corda) Sacc.,;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10631;42473457;Ascomycota;Fusarium fujikuroi;J.Sheld.;Ghana;;LIVING_SPECIMEN;D. Brayford;
